text,category,clean_text
Questionable transactions on my account.,compromised_card,questionable transaction account
I think card somebody is utilizing my that without my authorization!,compromised_card,think card somebody utilize authorization
I just got an email in confirming my purchase the my card. I login to the mobile app on with card and found out there are several purchase were made without me aware of it. Evidently someone had stole my card information and made these fraudulent purchase. I need the transaction to be reverse and have my card suspended.,compromised_card,get email confirm purchase card login mobile app card find purchase aware evidently steal card information fraudulent purchase need transaction reverse card suspend
What do I do if I believe to be a victim of credit card fraud?,compromised_card,believe victim credit card fraud
My make was stolen and used to card several purchases. Please freeze my card so no one can use it.,compromised_card,steal card purchase freeze card use
"There are a few transaction that don't I recognize, I think someone managed to get my card details and use it.",compromised_card,transaction not recognize think manage card detail use
"It something like someone besides me ordered looks with my card, what should I do?",compromised_card,like order look card
"There are a few I that I don't recognize, transaction think someone managed to get my card details and use it.",compromised_card,not recognize transaction think manage card detail use
Someone might be using my card that is not me.,compromised_card,card
What should is do if I think someone I using my card without my permission?,compromised_card,think card permission
What bash I do if I detect fraudulent use on my car?,compromised_card,bash detect fraudulent use car
I don't recognize some it? Is someone else using transactions.,compromised_card,not recognize transaction
Somebody used without card my my knowledge!,compromised_card,somebody card knowledge
How do I report fraud on my card?,compromised_card,report fraud card
of do I do if I believe to be a victim What credit card fraud?,compromised_card,believe victim credit card fraud
Somebody used my card without my knowledge!,compromised_card,somebody card knowledge
I have transactions some on my account I did not make. Can you cancel my card and prevent further use.,compromised_card,transaction account cancel card prevent use
How do I order a replacement for stolen card?,compromised_card,order replacement steal card
What do I do if iodine think someone has used my card without permission? I can see a few transactions I don't recognize.,compromised_card,iodine think card permission transaction not recognize
What can I do if my card details where stolen from my car? I think they used my card to buy gas.,compromised_card,card detail steal car think card buy gas
How do I stop fraud card? my to,compromised_card,stop fraud card
card? do I stop fraud to my How,compromised_card,card stop fraud
Someone must have found my card details as I don't recognize these transactions.,compromised_card,find card detail not recognize transaction
I think that somebody is use my card without my authorization!,compromised_card,think somebody use card authorization
How do I stop fraud to my account?,compromised_card,stop fraud account
iodine think someone hour angle hacked my card!,compromised_card,iodine think hour angle hack card
How do I stop fraud to my account?,compromised_card,stop fraud account
"It card, like someone besides me ordered something with my looks what should I do?",compromised_card,card like order look
What do I do if I detect deceitful use on my car?,compromised_card,detect deceitful use car
How do I order a replacement for stolen card?,compromised_card,order replacement steal card
What should I do think I if there are unauthorized transactions?,compromised_card,think unauthorized transaction
What should I do if someone else used my card?,compromised_card,card
Should I order a new card before I freeze my original one?,compromised_card,order new card freeze original
I suspect used someone my card.,compromised_card,suspect card
What do I do think I if someone has used my card?,compromised_card,think card
"Can you check about unauthorized use of my card, I think someone is exploitation mine without my knowledge?",compromised_card,check unauthorized use card think exploitation knowledge
My card must have used my card as there are some transactions that I haven't done myself..,compromised_card,card card transaction not
Someone must have found my card details as I don't recognize these transactions.,compromised_card,find card detail not recognize transaction
I am not sure but someone else might be using my card,compromised_card,sure card
I noticed my card was used in a small town that I have never been to. Can more? stop the card from being used you,compromised_card,notice card small town stop card
am afraid someone card. have gained access to the info on my may,compromised_card,afraid card gain access info
What to do if my card hour angle been used without my permission?,compromised_card,card hour angle permission
I didn't make these transactions. be someone else using my card?,compromised_card,not transaction card
Someone must have found my card details as iodine don't acknowledge these transactions.,compromised_card,find card detail iodine not acknowledge transaction
My card was stolen and used to make several purchases. Please freeze my card sol no one can use it.,compromised_card,card steal purchase freeze card sol use
I think someone stole my card number and brought stuff in different places that I have never been to. I need to suspend any further purchase on my credit card.,compromised_card,think steal card number bring stuff different place need suspend purchase credit card
I am not sure but someone else might be card my using,compromised_card,sure card
My card has to compromised. I see a bunch of online shopping charges that I didn't make. I need been freeze it immediately.,compromised_card,card compromise bunch online shopping charge not need freeze immediately
Someone else might be using my card permission. my without,compromised_card,card permission
"i dont recognise some has these transactions, i think someone of my card details",compromised_card,not recognise transaction think card detail
How can I tell if someone else is using my card?,compromised_card,tell card
Someone hacked into my cards account.,compromised_card,hack card account
What do I do if I detect deceitful use on my car?,compromised_card,detect deceitful use car
am suspicious of my security card's,compromised_card,suspicious security card
person used my card without my permission.,compromised_card,person card permission
"I think that someone may be sure,. my card, but I'm not using",compromised_card,think sure card m
There are charges on my card that I haven't purchased.,compromised_card,charge card not purchase
I think someone be using my card without my permission!,compromised_card,think card permission
I have transactions that I don't recognize - I think someone is using my card.,compromised_card,transaction not recognize think card
I suspect someone use my card.,compromised_card,suspect use card
What do I do if iodine believe to be angstrom victim of credit card fraud?,compromised_card,iodine believe angstrom victim credit card fraud
iodine sees some suspicious spending on my credit card that I don't recall I had made. What should I do?,compromised_card,iodine see suspicious spending credit card not recall
How bash I report possible fraudulent activity on my account?,compromised_card,bash report possible fraudulent activity account
I think someone may be using my card.,compromised_card,think card
What without I do if someone used my card do my permission?,compromised_card,card permission
my are fraudulent charges that I didn't make on There card. Can you please put in the safeguards necessary to stop this from happening anymore?,compromised_card,fraudulent charge not card safeguard necessary stop happen anymore
What be I do if I think that someone might should using me card?,compromised_card,think card
"I might be paranoid, but someone may be card. my using",compromised_card,paranoid card
I suspect someone used my card.,compromised_card,suspect card
"I can't be sure, but I think that someone may be using my card.",compromised_card,not sure think card
I suspect someone used my card.,compromised_card,suspect card
How account? I report possible fraudulent activity on my do,compromised_card,account report possible fraudulent activity
"my card details could be stolen, as i didnt make these transactions",compromised_card,card detail steal not transaction
"There are angstrom few transaction that I don't recognize, I think someone managed to get my card details and use it.",compromised_card,angstrom transaction not recognize think manage card detail use
I noticed my card was use in a small town that I have never been to. Can you stop the card from being used more?,compromised_card,notice card use small town stop card
stolen? should I do if my card is What,lost_or_stolen_card,steal card
What are the steps I need to do if I have a stolen card?,lost_or_stolen_card,step need steal card
I lost my wallet and all my cards were in it.,lost_or_stolen_card,lose wallet card
My card has gone missing.,lost_or_stolen_card,card go miss
"I can't find my card, it is lost.",lost_or_stolen_card,not find card lose
Help! I my lost card!,lost_or_stolen_card,help lose card
Is there any way for you to find my card?,lost_or_stolen_card,way find card
"I lost my card, what do I do now?",lost_or_stolen_card,lose card
"I can't discovery my card, it is lost.",lost_or_stolen_card,not discovery card lose
iodine need to order a new card as my other one was stolen.,lost_or_stolen_card,iodine need order new card steal
"My card has been stolen. I reported it with the police, as I need to report it with you but well.",lost_or_stolen_card,card steal report police need report
I think my card is stolen!,lost_or_stolen_card,think card steal
Someone take my card without my permission.,lost_or_stolen_card,card permission
I think someone stole my card because I can't find it.,lost_or_stolen_card,think steal card not find
What are the steps I need to do if I have a stolen card?,lost_or_stolen_card,step need steal card
I lost me? card. Can you help my,lost_or_stolen_card,lose card help
I'm panicking! I lost my Help! card!,lost_or_stolen_card,m panic lose help card
Can you tell me the status of my new card?,lost_or_stolen_card,tell status new card
My card is lost!  Please help me!,lost_or_stolen_card,card lose help
What should I bash if I think my card was stolen?,lost_or_stolen_card,bash think card steal
How do I deactivate a stolen card?,lost_or_stolen_card,deactivate steal card
I can't find my card! What should I do?,lost_or_stolen_card,not find card
A to shouldn't apply fee me if my card was stolen.,lost_or_stolen_card,not apply fee card steal
My card be lost! Please help me!,lost_or_stolen_card,card lose help
"I can't find my card, it is lost.",lost_or_stolen_card,not find card lose
"Help! iodine fear that my card was stolen,",lost_or_stolen_card,help iodine fear card steal
I'm lost I panicking! my card! Help!,lost_or_stolen_card,m lose panic card help
Could you please freeze my card immediately?,lost_or_stolen_card,freeze card immediately
iodine lost my card nitrogen need a new one.,lost_or_stolen_card,iodine lose card nitrogen need new
Could freeze please you my card immediately?,lost_or_stolen_card,freeze card immediately
"I can't find my card, lost. is it",lost_or_stolen_card,not find card lose
I think my card is stolen!,lost_or_stolen_card,think card steal
Could you please freeze my card immediately?,lost_or_stolen_card,freeze card immediately
What should I do?  My card has been stolen!,lost_or_stolen_card,card steal
How do iodine deactivate angstrom stolen card?,lost_or_stolen_card,iodine deactivate angstrom steal card
I'm panicking! I lost my card! Help!,lost_or_stolen_card,m panic lose card help
"help, card my lost",lost_or_stolen_card,help card lost
"My card was lost on vacation, I don't know where it is. Can you help me take care of this immediately?",lost_or_stolen_card,card lose vacation not know help care immediately
What do I do if my card has been lost or stolen?,lost_or_stolen_card,card lose steal
Someone stole my card!,lost_or_stolen_card,steal card
Can you tell me the status of my new card?,lost_or_stolen_card,tell status new card
I lost my card n need a new one.,lost_or_stolen_card,lose card n need new
What should I bash if my card is stolen?,lost_or_stolen_card,bash card steal
Help Me!  I lost my card.  What should I do?,lost_or_stolen_card,help lose card
"I thought I left my card at a restaurant, but they claim not to have it and now I don't rich person any idea where it is. I'm so worried that someone might be using it fraudulently. Is there any way to look into this?",lost_or_stolen_card,think leave card restaurant claim not rich person idea m worried fraudulently way look
What should I bash if my card is stolen?,lost_or_stolen_card,bash card steal
What can I do if I lost my card?,lost_or_stolen_card,lose card
"help, lost my card",lost_or_stolen_card,help lose card
What is the first step that I should take has my card after been stolen?,lost_or_stolen_card,step card steal
What do I do if my card was stolen.,lost_or_stolen_card,card steal
My card was stolen. What do I need to do?,lost_or_stolen_card,card steal need
Please help me.  My card is missing.,lost_or_stolen_card,help card miss
I doomed my card. can you help me?,lost_or_stolen_card,doom card help
My missing! is card Help!,lost_or_stolen_card,missing card help
My card is missing!  Help!,lost_or_stolen_card,card miss help
My card is missing.,lost_or_stolen_card,card miss
My card was stolen. What do iodine need to do?,lost_or_stolen_card,card steal iodine need
"My wallet was stolen, along with my cards. How do I put a freeze on my cards and order a new one?",lost_or_stolen_card,wallet steal card freeze card order new
Could you please freeze my card immediately?,lost_or_stolen_card,freeze card immediately
Can you send me a new card and block my current one. I'm inch Spain and my wallet was stolen.,lost_or_stolen_card,send new card block current m inch spain wallet steal
Could you please freeze my card immediately?,lost_or_stolen_card,freeze card immediately
What do I card if my do was stolen.,lost_or_stolen_card,card steal
What should I do if I think my card was stolen?,lost_or_stolen_card,think card steal
"Help!  I fear that my card was stolen,",lost_or_stolen_card,help fear card steal
card My is missing.,lost_or_stolen_card,card miss
"My wallet was stolen, along with my cards. How do I put a freeze on my cards and order a new one?",lost_or_stolen_card,wallet steal card freeze card order new
I think my wallet fell out on the Tube today! I realized as soon as I got to my desk. How do I cut off the card?,lost_or_stolen_card,think wallet fall tube today realize soon get desk cut card
What do I do if my card was stolen.,lost_or_stolen_card,card steal
My card was stolen last night.,lost_or_stolen_card,card steal night
Can you help card? retrieve my me,lost_or_stolen_card,help card retrieve
Can you help me retrieve my card?,lost_or_stolen_card,help retrieve card
iodine lost my card n need a new one.,lost_or_stolen_card,iodine lose card n need new
Need help with a stolen card.,lost_or_stolen_card,need help steal card
How do I replace a stolen card?,lost_or_stolen_card,replace steal card
Need aid with a stolen card.,lost_or_stolen_card,need aid steal card
What is the first step that I should take after my card hour angle been stolen?,lost_or_stolen_card,step card hour angle steal
My card was stolen last night.,lost_or_stolen_card,card steal night
I'm panicking! I doomed my card! Help!,lost_or_stolen_card,m panic doom card help
"I thought I left my card at a restaurant, but they claim not to have information technology and now I don't have any idea where it is. I'm so worried that someone might be using information technology fraudulently. Is there any way to look into this?",lost_or_stolen_card,think leave card restaurant claim information technology not idea m worried information technology fraudulently way look
Help! I card! my lost,lost_or_stolen_card,help card lost
assist you Could me in finding my lost card?,lost_or_stolen_card,assist find lose card
"My wallet was stolen, along with my cards. How do I put a freeze on my cards and order angstrom new one?",lost_or_stolen_card,wallet steal card freeze card order angstrom new
do What I do if my card is stolen?,lost_or_stolen_card,card steal
card help me. My Please is missing.,lost_or_stolen_card,card help miss
"My wallet was stolen, along with my cards. How do I put a freeze on my cards and order a new one?",lost_or_stolen_card,wallet steal card freeze card order new
"I want to block my card or deactivate it this something, it's been stolen and I don't want it misused. I want or handled right away.",lost_or_stolen_card,want block card deactivate steal not want misuse want handle right away
"My card was lost on vacation, iodine don't know where it is. Can you help me take care of this immediately?",lost_or_stolen_card,card lose vacation iodine not know help care immediately
Are you able to guide me to my card's location?,lost_or_stolen_card,able guide card location
do What I do if my card is stolen?,lost_or_stolen_card,card steal
"Help!  I fear that my card was stolen,",lost_or_stolen_card,help fear card steal
Who lost I speak with regarding a can card?,lost_or_stolen_card,lose speak card
Need help with a stolen card.,lost_or_stolen_card,need help steal card
do What I do if my card was stolen.,lost_or_stolen_card,card steal
My bag got stolen with my my cards. Can you please cancel all card and send a new one?,lost_or_stolen_card,bag get steal card cancel card send new
I doomed track of my card,lost_or_stolen_card,doom track card
I doomed my card nitrogen need a new one.,lost_or_stolen_card,doom card nitrogen need new
Help What I lost my card. Me! should I do?,lost_or_stolen_card,help lose card
"My wallet was stolen, along with my cards. How my I put a freeze on do cards and order a new one?",lost_or_stolen_card,wallet steal card freeze card order new
oh my lost I god my card! what should I do?,lost_or_stolen_card,oh lose god card
What should was do if I think my card I stolen?,lost_or_stolen_card,think card steal
find cant I my card.,lost_or_stolen_card,find not card
I need to a order new card as my other one was stolen.,lost_or_stolen_card,need order new card steal
"i need help, i doomed my card",lost_or_stolen_card,need help doom card
I need to report a stolen card,lost_or_stolen_card,need report steal card
My card is lost!  Please help me!,lost_or_stolen_card,card lose help
How bash I get my card back after the standard atmosphere swallowed it.,card_swallowed,bash card standard atmosphere swallow
Why did the ATM swallow my card?,card_swallowed,atm swallow card
The ATM machine Ate my card.,card_swallowed,atm machine eat card
How can I get my card out of the stupid ATM that ate it?,card_swallowed,card stupid atm eat
"My card is stuck in an ATM machine, how do I get it back quickly?",card_swallowed,card stick atm machine quickly
how can the money what keep my card machine do i need to do?,card_swallowed,money card machine need
The ATM machine ate my card.,card_swallowed,atm machine eat card
did Bank ATM A not give my card back. What do I do now?,card_swallowed,bank atm card
What should iodine do if the atm eats my card?,card_swallowed,iodine atm eat card
ATM did the Why eat my card?,card_swallowed,atm eat card
Why did the ATM take my card and keep it?,card_swallowed,atm card
Why did the ATM eat my card?,card_swallowed,atm eat card
atm ate my card,card_swallowed,atm eat card
Why did the ATM eat my card?,card_swallowed,atm eat card
The ATM machine ate my card.,card_swallowed,atm machine eat card
My card is stuck inside the ATM.,card_swallowed,card stick inside atm
What do I do? The ATM took my card!,card_swallowed,atm take card
An ATM machine didn't give me back my card.,card_swallowed,atm machine not card
Why did the ATM take my card and keep it?,card_swallowed,atm card
My card is stuck in the ATM?,card_swallowed,card stick atm
The took ATM my card.,card_swallowed,take atm card
What do I do now my credit card has been swallowed ATM? the by,card_swallowed,credit card swallow atm
An ATM machine didn't return my card.,card_swallowed,atm machine not return card
I need a new card because the ATM take mine.,card_swallowed,need new card atm
what do I need to do if the ATM kept my card?,card_swallowed,need atm keep card
lost my card in atm,card_swallowed,lose card atm
The ATM sucked in. card my,card_swallowed,atm suck card
What do I do? The ATM card! my took,card_swallowed,atm card took
my do I do if the ATM swallowed What card?,card_swallowed,atm swallow card
The ATM took my card.,card_swallowed,atm take card
The ATM machine Ate my card.,card_swallowed,atm machine eat card
Why did the ATM take my card and keep it?,card_swallowed,atm card
my are the steps I should take to recover What swallowed card?,card_swallowed,step recover swallow card
How do I get my card out of the ATM?,card_swallowed,card atm
how to get new card after atm eats information technology,card_swallowed,new card atm eat information technology
Why did the ATM eat my card?,card_swallowed,atm eat card
The ATM machine ate my card.,card_swallowed,atm machine eat card
The ATM did not give me my card back?,card_swallowed,atm card
The ATM machine would not give my card back,card_swallowed,atm machine card
How do I get my card back after the ATM swallowed it.,card_swallowed,card atm swallow
A Bank ATM did not give my card back. What bash I do now?,card_swallowed,bank atm card bash
atm my card in lost,card_swallowed,atm card lose
The ATM suck my card in.,card_swallowed,atm suck card
How do I get my card out of the ATM?,card_swallowed,card atm
How that I get my card out of the stupid ATM can ate it?,card_swallowed,card stupid atm ate
How do I get a new card as your machine swallowed mine!,card_swallowed,new card machine swallow
The ATM stole my card!,card_swallowed,atm steal card
The ATM my sucked card in.,card_swallowed,atm suck card
"Please help, the atm swallowed my card, what do I do?",card_swallowed,help atm swallow card
How can I get my card out of that stupid ATM the ate it?,card_swallowed,card stupid atm eat
how can the money machine keep my card what do i need to do?,card_swallowed,money machine card need
how can the machine money keep my card what do i need to do?,card_swallowed,machine money card need
The ATM stole my card!,card_swallowed,atm steal card
"My card got I inside an ATM, what should trapped do?",card_swallowed,card get inside atm trap
eat did the ATM Why my card?,card_swallowed,eat atm card
My card is stuck inside the ATM.,card_swallowed,card stick inside atm
I was getting got and the card cash stuck inside,card_swallowed,getting get card cash stick inside
What should I do with my stuck ATM?,card_swallowed,stuck atm
What do I do now my credit card has been swallowed by the ATM?,card_swallowed,credit card swallow atm
"My card is stuck in Associate in Nursing ATM machine, how do I get it back quickly?",card_swallowed,card stick associate nursing atm machine quickly
"Please help, the atm swallowed my card, what do I do?",card_swallowed,help atm swallow card
The standard atmosphere won't give me my card back. I need it back now!,card_swallowed,standard atmosphere will not card need
My card was eaten by the cash machine what do I do?,card_swallowed,card eat cash machine
what do I need to do my the ATM kept if card?,card_swallowed,need atm keep card
My card got ATM. in an stuck,card_swallowed,card get atm stuck
An ATM card! my credit swallowed,card_swallowed,atm card credit swallow
What should I bash with my stuck ATM?,card_swallowed,bash stuck atm
What do I do took the ATM if my card?,card_swallowed,take atm card
My card is stuck in the ATM?,card_swallowed,card stick atm
How do I get my card out of the ATM?,card_swallowed,card atm
What are the steps to get my card back that was kept by the ATM?,card_swallowed,step card keep atm
Will get please help me you my card back?,card_swallowed,help card
an card got stuck in My ATM.,card_swallowed,card get stick atm
took need a new card because the ATM I mine.,card_swallowed,take need new card atm
I need a new card because the ATM took mine.,card_swallowed,need new card atm take
Your machine took my card. How do iodine get it back?,card_swallowed,machine take card iodine
how can the money machine support my card what do i need to do?,card_swallowed,money machine support card need
The standard atmosphere sucked my card in.,card_swallowed,standard atmosphere suck card
"please help, the atm swallowed my card, what do I do?",card_swallowed,help atm swallow card
How do I get my card out of the ATM?,card_swallowed,card atm
"My card is stuck in an standard atmosphere machine, how do I get it back quickly?",card_swallowed,card stick standard atmosphere machine quickly
The ATM machine Ate my card.,card_swallowed,atm machine eat card
what do iodine need to do if the ATM kept my card?,card_swallowed,iodine need atm keep card
Will you please help card get my me back?,card_swallowed,help card
what do I need to do if the ATM kept my card?,card_swallowed,need atm keep card
Associate in Nursing ATM machine didn't return my card.,card_swallowed,associate nursing atm machine not return card
What are the steps I recover take to should my swallowed card?,card_swallowed,step recover swallow card
What should do I if the atm eats my card?,card_swallowed,atm eat card
"My card got trap inside an ATM, what should I do?",card_swallowed,card get trap inside atm
How do I get a your card as new machine swallowed mine!,card_swallowed,card new machine swallow
"Please help, the atm swallowed my card, what do I do?",card_swallowed,help atm swallow card
The ATM sucked my card in.,card_swallowed,atm suck card
how to get new card after atm chow it,card_swallowed,new card atm chow
I was getting cash and the card got stuck inside,card_swallowed,get cash card get stick inside
what do I need to do if the ATM kept my card?,card_swallowed,need atm keep card
A Bank ATM make not give my card back. What do I do now?,card_swallowed,bank atm card
how can the money i keep my card what do machine need to do?,card_swallowed,money card machine need
how to get new card after atm eats it,card_swallowed,new card atm eat
My card got stuck in an ATM.,card_swallowed,card get stick atm
"Please help, the atm swallowed my card, what do I do?",card_swallowed,help atm swallow card
"My card got trapped inside an ATM, what should I do?",card_swallowed,card get trap inside atm
Will you please help me get my card back?,card_swallowed,help card
back? machine took my card. How do I get it Your,card_swallowed,machine take card
What do I do if I can't get my card ATM? of the out,card_swallowed,not card atm
machine ATM The ate my card.,card_swallowed,machine atm eat card
Why did the ATM take my card and keep it?,card_swallowed,atm card
what do I need to do if the ATM keep my card?,card_swallowed,need atm card
"I can't get my card out of the ATM, what should now? do I",card_swallowed,not card atm
Why did the standard atmosphere take my card and keep it?,card_swallowed,standard atmosphere card
Why did the ATM and my card take keep it?,card_swallowed,atm card
I was getting cash and the card got stuck inside,card_swallowed,get cash card get stick inside
Who do I talk to about the ATM swallowing my card?,card_swallowed,talk atm swallow card
"My card is stuck in Associate in Nursing ATM machine, how do I get it back quickly?",card_swallowed,card stick associate nursing atm machine quickly
stuck card got My in an ATM.,card_swallowed,stuck card get atm
"Please help, the atm do my card, what swallowed I do?",card_swallowed,help atm card swallow
What do I do if the ATM took my card?,card_swallowed,atm take card
to do I talk Who about the ATM swallowing my card?,card_swallowed,talk atm swallow card
I didn't get my card back from the ATM.,card_swallowed,not card atm
Associate in Nursing ATM machine didn't give me back my card.,card_swallowed,associate nursing atm machine not card
I didn't get my card back from the ATM.,card_swallowed,not card atm
The ATM ate my card; how do I get a new one?,card_swallowed,atm eat card new
"My card is stuck in an ATM machine, how do get I it back quickly?",card_swallowed,card stick atm machine quickly
My card got stuck in an ATM.,card_swallowed,card get stick atm
The ATM kept my card?,card_swallowed,atm keep card
The ATM machine would not give my card back,card_swallowed,atm machine card
What do I do if the standard atmosphere take my card?,card_swallowed,standard atmosphere card
Is my card accepted anywhere?,card_acceptance,card accept
Are will limits as to where my card there be accepted?,card_acceptance,limit card accept
inch what places can iodine use my card?,card_acceptance,inch place iodine use card
Can I use my card online for payments?,card_acceptance,use card online payment
this is Where card accepted?,card_acceptance,card accept
Can I use my card while on vacation overseas?,card_acceptance,use card vacation overseas
Can my use I card for online payments?,card_acceptance,use card online payment
Where can my card be used?,card_acceptance,card
In what places can I use my card?,card_acceptance,place use card
You accepts my card?,card_acceptance,accept card
Are there any restriction to where I can use my card?,card_acceptance,restriction use card
Where can use I my card?,card_acceptance,use card
this businesses accept What card?,card_acceptance,business accept card
Will this card work all over the world?,card_acceptance,card work world
You can use it that anywhere accepts Mastercard.,card_acceptance,use accept mastercard
Are there any restrictions on where I use this card?,card_acceptance,restriction use card
Are there businesses that don't accept card? this,card_acceptance,business not accept card
Are there any restrictions on where I use this card?,card_acceptance,restriction use card
Which merchants accept my card?,card_acceptance,merchant accept card
Can I wage on-line with my card?,card_acceptance,wage online card
Where use I can my Mastercard?,card_acceptance,use mastercard
Where card this is accepted?,card_acceptance,card accept
Can I use my card no matter where I go?,card_acceptance,use card matter
Where do iodine pay with my card?,card_acceptance,iodine pay card
Any place that takes Mastercard would be fine.,card_acceptance,place take mastercard fine
Where can I use my card to pay?,card_acceptance,use card pay
What retailers accept my card?,card_acceptance,retailer accept card
What are the limits to where my card will be accepted?,card_acceptance,limit card accept
You can use it anywhere that accepts Mastercard.,card_acceptance,use accept mastercard
What businesses accept card? my,card_acceptance,business accept card
Are card any limits to were my there is accepted?,card_acceptance,card limit accept
Can I use my card for online payments?,card_acceptance,use card online payment
Which establishments will accept my card?,card_acceptance,establishment accept card
card? accepts the Who,card_acceptance,card accept
Where pay I do with my debit or credit card?,card_acceptance,pay debit credit card
Are there any on restrictions where I use this card?,card_acceptance,restriction use card
Where can iodine use my Mastercard?,card_acceptance,iodine use mastercard
can I use my card no matter where I go?,card_acceptance,use card matter
this you have a list of businesses that accept Do card?,card_acceptance,list business accept card
Can I use my card for online payments?,card_acceptance,use card online payment
business I tell what Can will take this card?,card_acceptance,business tell card
Is my card accepted anywhere?,card_acceptance,card accept
Can I use my card wherever I want?,card_acceptance,use card want
Can I use my card wherever I want?,card_acceptance,use card want
restrictions there any Are on where I use this card?,card_acceptance,restriction use card
What kind of business will take my card?,card_acceptance,kind business card
Do you have a list of businesses that accept this card?,card_acceptance,list business accept card
Can I tell what business will take this card?,card_acceptance,tell business card
where is card accept,card_acceptance,card accept
Where can I to my card use pay?,card_acceptance,card use pay
be the card welcome by everybody?,card_acceptance,card welcome everybody
be my card accept anywhere?,card_acceptance,card accept
Can i use this card at any store?,card_acceptance,use card store
Is my card anywhere? accepted,card_acceptance,card accept
You can use it anywhere that accepts Mastercard.,card_acceptance,use accept mastercard
Any place that takes Mastercard would be fine.,card_acceptance,place take mastercard fine
card? accepts my You,card_acceptance,card accept
Are there any where on restrictions I use this card?,card_acceptance,restriction use card
Are there any places that won't take my card?,card_acceptance,place will not card
Any topographic point that takes Mastercard would be fine.,card_acceptance,topographic point take mastercard fine
Do you have that list of businesses a accept this card?,card_acceptance,list business accept card
Are there any restrictions on where I use this card?,card_acceptance,restriction use card
You accepts card? my,card_acceptance,accept card
What topographic point accept my card?,card_acceptance,topographic point accept card
Can I use my card wherever I want?,card_acceptance,use card want
What places accept my card?,card_acceptance,place accept card
Which merchants accept this card?,card_acceptance,merchant accept card
my accepts You card?,card_acceptance,accept card
Are there any limits to were my card is accepted?,card_acceptance,limit card accept
Do you have a list of businesses that accept this card?,card_acceptance,list business accept card
Can i use this card at any store?,card_acceptance,use card store
Do you have angstrom list of businesses that accept this card?,card_acceptance,angstrom list business accept card
Is there a list of where iodine can use my card?,card_acceptance,list iodine use card
Is my card accepted anywhere?,card_acceptance,card accept
Can I use my card while on vacation overseas?,card_acceptance,use card vacation overseas
any there Are restrictions on where I use this card?,card_acceptance,restriction use card
Who accept the card?,card_acceptance,accept card
be my card accept anywhere?,card_acceptance,card accept
What are the limits to where my card will be accepted?,card_acceptance,limit card accept
Which this accept merchants card?,card_acceptance,accept merchant card
Where do I pay with my card?,card_acceptance,pay card
merchants Which accept my card?,card_acceptance,merchant accept card
where is card accepted,card_acceptance,card accept
Are there any restrictions on where I use this card?,card_acceptance,restriction use card
Where do I pay with my card?,card_acceptance,pay card
Is the card welcomed by everybody?,card_acceptance,card welcome everybody
In which stores can I shop with this card?,card_acceptance,store shop card
Can I use my card wherever I want?,card_acceptance,use card want
Any place that takes Mastercard would be fine.,card_acceptance,place take mastercard fine
Which establishments will accept my card?,card_acceptance,establishment accept card
card my Is accepted anywhere?,card_acceptance,card accept
This card is accepted by what businesses?,card_acceptance,card accept business
accept businesses What my card?,card_acceptance,accept business card
In what places can I use my card?,card_acceptance,place use card
Are there use restrictions on where I any this card?,card_acceptance,use restriction card
Is there a list of where I can use my card?,card_acceptance,list use card
Will my card work at all merchant locations?,card_acceptance,card work merchant location
In what places card? I use my can,card_acceptance,place card use
Will this card work all over the world?,card_acceptance,card work world
Is there a list card? where I can use my of,card_acceptance,list card use
Where is this card accepted?,card_acceptance,card accept
Which card? will accept my establishments,card_acceptance,card accept establishment
Where do I pay with my card?,card_acceptance,pay card
What businesses accept this card?,card_acceptance,business accept card
Do you have a list of businesses that card? this accept,card_acceptance,list business card accept
Can I tell what business will take this card?,card_acceptance,tell business card
Are there businesses that don't accept this card?,card_acceptance,business not accept card
can Where I use my Mastercard?,card_acceptance,use mastercard
Which card? accept this merchants,card_acceptance,card accept merchant
In what places can card? use my I,card_acceptance,place card use
What retailers accept my card?,card_acceptance,retailer accept card
Can i use this card at any store?,card_acceptance,use card store
Do all businesses take this card?,card_acceptance,business card
denied my card Is anywhere?,card_acceptance,deny card
Do all businesses take this card?,card_acceptance,business card
What use can I businesses this card with?,card_acceptance,use businesse card
What businesses can I use this card with?,card_acceptance,business use card
Is there restrictions on where I can use my card?,card_acceptance,restriction use card
Is the card welcomed everybody? by,card_acceptance,card welcome everybody
Will this card work all over the world?,card_acceptance,card work world
WHAT IS IT ATMOSPHERE OF THE,card_acceptance,atmosphere
You accepts my card?,card_acceptance,accept card
pay I Can with my card anywhere?,card_acceptance,pay card
Will my card work merchant all at locations?,card_acceptance,card work merchant location
What card? of businesses will take my kind,card_acceptance,card business kind
World Health Organization accepts the card?,card_acceptance,world health organization accept card
this I tell what business will take Can card?,card_acceptance,tell business card
where is card accepted,card_acceptance,card accept
Can I use my virtual card for recurring monthly payments?,virtual_card_not_working,use virtual card recur monthly payment
I can't make purchases with my virtual card.,virtual_card_not_working,not purchase virtual card
Why was my virtual card rejected?,virtual_card_not_working,virtual card reject
I tried pay with my disposable virtual card earlier but it Washington rejected. What can I do to fix this?,virtual_card_not_working,try pay disposable virtual card early washington reject fix
My virtual card is just not departure through.,virtual_card_not_working,virtual card departure
This disposable virtual card is not working.,virtual_card_not_working,disposable virtual card work
Why isn't my disposable virtual card working?,virtual_card_not_working,not disposable virtual card working
